She  was nominated for a News & Documentary Emmy Award in the category New Approaches: Arts, Lifestyle & Culture in 2017 and received the 2020 Shorty Award in the category Best Journalist in Social Media.
Monica Araya	Mónica Araya Tica is a Costa Rican emissions-free transportation advocate. She has been inflential in making her country a leader in fossil free energy.
Monica Byrne	Monica Byrne (born July 13, 1981) is an American playwright and science fiction author. She is best known for her drama What Every Girl Should Know and her debut novel The Girl in the Road, which won the 2015 James Tiptree, Jr.
Monica Lewinsky	not found
Monika Bulaj	not found
Morgan Spurlock	Morgan Valentine Spurlock (born November 7, 1970) is an American documentary filmmaker, humorist, television producer, screenwriter and playwright.
Spurlock's films include Super Size Me (2004), Where in the World Is Osama bin Laden?
Morgana Bailey	not found
Moshe Safdie	Moshe Safdie     (Hebrew: משה ספדיה; born July 14, 1938) is an architect, urban planner, educator, theorist, and author, with Israeli, Canadian, and American citizenship. He is known for incorporating principles of socially responsible design in his 50 year career.
Moshe Szyf	Moshe Szyf is a geneticist and James McGill professor of pharmacology and therapeutics at the McGill University, where he also holds a GlaxoSmithKline-CIHR chair in pharmacology.
Szyf's main research interests lie with epigenetics, including behavioral epigenetics as well as cancer research.
Mundano	In subcultural and fictional uses, a mundane is a person who does not belong to a particular group, according to the members of that group; the implication is that such persons, lacking imagination, are concerned solely with the mundane: the quotidian and ordinary.  The term first came into use in science fiction fandom to refer, sometimes deprecatingly, to non-fans; this use of the term antedates 1955.
Munir Virani	not found
Murray Gell Mann LANGUAGE	Murray Gell-Mann (; September 15, 1929 – May 24, 2019) was an American physicist who received the 1969 Nobel Prize in Physics for his work on the theory of elementary particles. He was the Robert Andrews Millikan Professor of Theoretical Physics Emeritus at the California Institute of Technology, a distinguished fellow and one of the co-founders of the Santa Fe Institute, a professor of physics at the University of New Mexico, and the Presidential Professor of Physics and Medicine at the University of Southern California.Gell-Mann spent several periods at CERN, a nuclear research facility in Switzerland, among others as a John Simon Guggenheim Memorial Foundation fellow in 1972.
Murray Gell Mann	Murray Gell-Mann (; September 15, 1929 – May 24, 2019) was an American physicist who received the 1969 Nobel Prize in Physics for his work on the theory of elementary particles. He was the Robert Andrews Millikan Professor of Theoretical Physics Emeritus at the California Institute of Technology, a distinguished fellow and one of the co-founders of the Santa Fe Institute, a professor of physics at the University of New Mexico, and the Presidential Professor of Physics and Medicine at the University of Southern California.Gell-Mann spent several periods at CERN, a nuclear research facility in Switzerland, among others as a John Simon Guggenheim Memorial Foundation fellow in 1972.
Mustafa Akyol	Mustafa Akyol (born 20 February 1972) is a Turkish writer and journalist. He is the author of Islam without Extremes: A Muslim Case for Liberty, long-listed in 2012 for the Lionel Gelber Prize, a literary award for the world's best non-fiction book in English.
Myriam Sidibe	Odiah Sidibé (born 13 January 1970 in Fréjus, Var) is a French sprint athlete of Guinean descent.
Myshkin Ingawale	not found
Nadia Al Sakkaf	Nadia Al-Sakkaf (Arabic: نادية عبد العزيز السقاف; born 8 March 1977) is a former Yemeni Minister and politician. She was the editor in chief of the Yemen Times from 2005 until 2014, before becoming Yemen's first female  Minister of Information.
Nadia Lopez	Nadia Yvonne López Ayuso (born June 21, 1983 in Oaxaca, Mexico), is a Mexican singer and reality television star and grammy nominee singer.


== Early life ==
Nadia was born to Mario Lopez Hernández and Aurora Ayuso Rodriguez.
Nadine Burke Harris	Nadine Burke Harris (born 1975) is a Canadian-American pediatrician who has been the Surgeon General of California since 2019; she is the first person appointed to that position. She is known for linking adverse childhood experiences and toxic stress with harmful effects to health later in life.
Nagin Cox	Zainab Nagin Cox (born 1965) is a spacecraft operations engineer at Jet Propulsion Laboratory. Asteroid 14061 was named "Nagincox" after her in 2015.
Naif Al Mutawa	The 99 (Arabic: الـ99 or التسعة وتسعون) is a comic book, created by Naif Al-Mutawa and published by Teshkeel Comics, featuring a team of superheroes with special abilities based on the 99 attributes of Allah in Islam but some are virtues encouraged by a number of faiths.
The character cast consists of Dr.
Nalini Nadkarni	Nalini Nadkarni is an American ecologist who pioneered the study of Costa Rican rain forest canopies. Using mountain climbing equipment to make her ascent, Nadkarni first took an inventory of the canopy in 1981, followed by two more inventories in 1984.
Nancy Etcoff	Nancy Etcoff (born 1955) is a psychologist and researcher at Harvard University. Etcoff has maintained a private practice in psychology, and taught classes about the mind, brain, behavior, and aesthetics at Harvard Medical School.
Nancy Frates	not found
Nancy Kanwisher	Nancy Gail Kanwisher FBA (born 1958) is the Ellen Swallow Richards Professor in the Department of Brain and Cognitive Sciences at the Massachusetts Institute of Technology and an investigator at the McGovern Institute for Brain Research.  She studies the neural and cognitive mechanisms underlying human visual perception and cognition.
Nancy Lublin	Nancy Lublin (born June 30, 1971) is an American nonprofit executive, philanthropist, and businesswoman who was the founder and former CEO of Crisis Text Line and the founder of Dress for Success. She was also the CEO of Do Something Inc., a company that mobilizes youth to participate in social change, from 2003 to 2015.In 2022 Lublin cofounded Primiga LLC, an early stage investment company.
Nandan Nilekani	Nandan Mohanrao Nilekani (born 2 June 1955) is an Indian entrepreneur. He co-founded Infosys and is the non-executive chairman of Infosys replacing R Seshasayee and Ravi Venkatesan, who were the co-chairs of the board, on 24 August 2017.
Naomi Klein	Naomi A. Klein (born May 8, 1970) is a Canadian author, social activist, and filmmaker known for her political analyses, support of ecofeminism, organized labour, left-wing politics and criticism of corporate globalization, fascism, ecofascism and capitalism. As of 2021 she is Associate Professor, and Professor of Climate Justice at the University of British Columbia, co-directing a Centre for Climate Justice.Klein first became known internationally for her alter-globalization book No Logo (1999).
Naomi Oreskes	Naomi Oreskes (; born November 25, 1958) is an American historian of science. She became Professor of the History of Science and Affiliated Professor of Earth and Planetary Sciences at Harvard University in 2013, after 15 years as Professor of History and Science Studies at the University of California, San Diego.
